"Temperature (C)","Pressure (kpa)","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
22,1006,58,203,30,"2019-06-02 16:00:00"
20,1006,53,202,31,"2019-06-02 17:00:00"
20,1006,48,201,31,"2019-06-02 18:00:00"
20,1006,52,199,31,"2019-06-02 19:00:00"
20,1007,57,196,30,"2019-06-02 20:00:00"
18,1007,62,194,30,"2019-06-02 21:00:00"
18,1007,53,191,30,"2019-06-02 22:00:00"
18,1007,45,189,30,"2019-06-02 23:00:00"
18,1007,37,187,30,"2019-06-03 00:00:00"
18,1006,45,190,30,"2019-06-03 01:00:00"
18,1006,53,193,30,"2019-06-03 02:00:00"
18,1006,61,196,30,"2019-06-03 03:00:00"
18,1006,56,195,29,"2019-06-03 04:00:00"
18,1006,52,195,28,"2019-06-03 05:00:00"
18,1006,47,194,28,"2019-06-03 06:00:00"
18,1007,47,193,27,"2019-06-03 07:00:00"
18,1007,48,192,27,"2019-06-03 08:00:00"
20,1008,48,191,27,"2019-06-03 09:00:00"
20,1008,49,195,28,"2019-06-03 10:00:00"
20,1007,50,199,29,"2019-06-03 11:00:00"
20,1007,51,203,30,"2019-06-03 12:00:00"
20,1007,54,205,30,"2019-06-03 13:00:00"
20,1006,57,206,30,"2019-06-03 14:00:00"
20,1006,61,208,30,"2019-06-03 15:00:00"
20,1006,54,208,29,"2019-06-03 16:00:00"
20,1006,47,209,29,"2019-06-03 17:00:00"
20,1006,40,209,29,"2019-06-03 18:00:00"
20,1006,48,207,28,"2019-06-03 19:00:00"
18,1007,57,206,28,"2019-06-03 20:00:00"
18,1007,65,204,27,"2019-06-03 21:00:00"
18,1007,58,202,27,"2019-06-03 22:00:00"
18,1006,51,200,27,"2019-06-03 23:00:00"
18,1006,45,198,27,"2019-06-04 00:00:00"
18,1006,44,197,27,"2019-06-04 01:00:00"
18,1005,44,196,27,"2019-06-04 02:00:00"
16,1005,43,196,27,"2019-06-04 03:00:00"
16,1005,45,194,27,"2019-06-04 04:00:00"
16,1005,46,192,27,"2019-06-04 05:00:00"
18,1005,48,190,27,"2019-06-04 06:00:00"
18,1005,57,190,27,"2019-06-04 07:00:00"
18,1005,65,189,27,"2019-06-04 08:00:00"
18,1006,74,189,27,"2019-06-04 09:00:00"
20,1005,70,195,28,"2019-06-04 10:00:00"
20,1005,67,201,28,"2019-06-04 11:00:00"
20,1005,63,208,28,"2019-06-04 12:00:00"
20,1004,65,213,28,"2019-06-04 13:00:00"
20,1004,66,218,27,"2019-06-04 14:00:00"
20,1003,68,223,27,"2019-06-04 15:00:00"
20,1003,60,225,26,"2019-06-04 16:00:00"
20,1003,52,227,25,"2019-06-04 17:00:00"
20,1003,43,229,24,"2019-06-04 18:00:00"
18,1004,47,229,24,"2019-06-04 19:00:00"
18,1004,52,229,24,"2019-06-04 20:00:00"
18,1005,56,229,23,"2019-06-04 21:00:00"
18,1005,51,226,24,"2019-06-04 22:00:00"
18,1004,46,223,24,"2019-06-04 23:00:00"
18,1004,41,220,25,"2019-06-05 00:00:00"
18,1004,49,218,25,"2019-06-05 01:00:00"
18,1004,57,217,25,"2019-06-05 02:00:00"
18,1003,65,215,25,"2019-06-05 03:00:00"
18,1003,61,217,24,"2019-06-05 04:00:00"
18,1003,56,218,22,"2019-06-05 05:00:00"
18,1004,52,220,21,"2019-06-05 06:00:00"
18,1004,54,223,19,"2019-06-05 07:00:00"
18,1004,56,226,17,"2019-06-05 08:00:00"
20,1005,58,229,15,"2019-06-05 09:00:00"
20,1005,59,234,16,"2019-06-05 10:00:00"
20,1004,60,239,17,"2019-06-05 11:00:00"
20,1004,62,244,18,"2019-06-05 12:00:00"
20,1004,61,247,17,"2019-06-05 13:00:00"
20,1003,61,249,17,"2019-06-05 14:00:00"
20,1003,60,251,16,"2019-06-05 15:00:00"
20,1003,54,250,16,"2019-06-05 16:00:00"
20,1003,49,248,16,"2019-06-05 17:00:00"
20,1004,43,246,16,"2019-06-05 18:00:00"
20,1004,50,249,15,"2019-06-05 19:00:00"
20,1005,58,251,15,"2019-06-05 20:00:00"
20,1006,66,254,14,"2019-06-05 21:00:00"
18,1006,61,252,13,"2019-06-05 22:00:00"
18,1006,56,249,12,"2019-06-05 23:00:00"
18,1006,51,247,12,"2019-06-06 00:00:00"
18,1005,54,243,11,"2019-06-06 01:00:00"
18,1005,57,240,10,"2019-06-06 02:00:00"
18,1005,60,236,9,"2019-06-06 03:00:00"
18,1005,51,235,9,"2019-06-06 04:00:00"
18,1005,43,234,8,"2019-06-06 05:00:00"
18,1005,35,233,8,"2019-06-06 06:00:00"
20,1006,40,233,9,"2019-06-06 07:00:00"
20,1006,46,234,9,"2019-06-06 08:00:00"
20,1006,51,234,10,"2019-06-06 09:00:00"
20,1006,37,238,11,"2019-06-06 10:00:00"
22,1006,22,241,11,"2019-06-06 11:00:00"
22,1006,8,245,12,"2019-06-06 12:00:00"
22,1005,8,244,13,"2019-06-06 13:00:00"
22,1005,9,244,13,"2019-06-06 14:00:00"
22,1004,9,244,14,"2019-06-06 15:00:00"
22,1004,12,241,14,"2019-06-06 16:00:00"
22,1004,15,238,14,"2019-06-06 17:00:00"
22,1004,18,234,14,"2019-06-06 18:00:00"
20,1005,19,230,14,"2019-06-06 19:00:00"
20,1005,20,226,14,"2019-06-06 20:00:00"
20,1006,22,222,14,"2019-06-06 21:00:00"
20,1006,20,220,14,"2019-06-06 22:00:00"
20,1006,19,217,14,"2019-06-06 23:00:00"
20,1006,17,215,14,"2019-06-07 00:00:00"
18,1006,13,214,14,"2019-06-07 01:00:00"
18,1005,10,213,15,"2019-06-07 02:00:00"
18,1005,6,212,15,"2019-06-07 03:00:00"
18,1005,13,215,14,"2019-06-07 04:00:00"
18,1005,20,218,14,"2019-06-07 05:00:00"
18,1005,28,222,13,"2019-06-07 06:00:00"
18,1006,38,230,12,"2019-06-07 07:00:00"
20,1006,48,239,12,"2019-06-07 08:00:00"
20,1007,58,247,11,"2019-06-07 09:00:00"
20,1006,49,252,12,"2019-06-07 10:00:00"
20,1006,39,258,13,"2019-06-07 11:00:00"
22,1006,29,263,14,"2019-06-07 12:00:00"
22,1005,29,264,15,"2019-06-07 13:00:00"
22,1005,28,265,16,"2019-06-07 14:00:00"
22,1004,28,266,17,"2019-06-07 15:00:00"
22,1004,24,266,17,"2019-06-07 16:00:00"
20,1004,20,266,17,"2019-06-07 17:00:00"
20,1004,16,267,17,"2019-06-07 18:00:00"
20,1004,13,261,16,"2019-06-07 19:00:00"
18,1005,11,256,15,"2019-06-07 20:00:00"
18,1005,8,251,14,"2019-06-07 21:00:00"
16,1005,7,244,13,"2019-06-07 22:00:00"
16,1005,6,237,12,"2019-06-07 23:00:00"
14,1005,5,230,12,"2019-06-08 00:00:00"
16,1005,13,225,11,"2019-06-08 01:00:00"
16,1005,21,221,11,"2019-06-08 02:00:00"
18,1004,29,216,11,"2019-06-08 03:00:00"
18,1004,45,222,10,"2019-06-08 04:00:00"
18,1005,61,228,9,"2019-06-08 05:00:00"
18,1005,77,234,8,"2019-06-08 06:00:00"
18,1005,70,243,7,"2019-06-08 07:00:00"
20,1005,63,253,7,"2019-06-08 08:00:00"
20,1006,56,263,6,"2019-06-08 09:00:00"
20,1005,40,264,8,"2019-06-08 10:00:00"
20,1005,25,265,11,"2019-06-08 11:00:00"
22,1005,10,265,13,"2019-06-08 12:00:00"
22,1004,12,269,15,"2019-06-08 13:00:00"
22,1003,13,273,17,"2019-06-08 14:00:00"
22,1003,15,277,18,"2019-06-08 15:00:00"
22,1003,17,276,17,"2019-06-08 16:00:00"
22,1003,18,276,16,"2019-06-08 17:00:00"
20,1003,20,275,15,"2019-06-08 18:00:00"
20,1004,21,270,14,"2019-06-08 19:00:00"
20,1004,22,266,13,"2019-06-08 20:00:00"
20,1005,22,261,11,"2019-06-08 21:00:00"
20,1005,28,259,11,"2019-06-08 22:00:00"
20,1005,33,256,11,"2019-06-08 23:00:00"
18,1005,39,254,11,"2019-06-09 00:00:00"
18,1004,44,253,11,"2019-06-09 01:00:00"
18,1004,50,253,11,"2019-06-09 02:00:00"
18,1003,56,252,10,"2019-06-09 03:00:00"
18,1003,45,252,10,"2019-06-09 04:00:00"
18,1003,34,251,10,"2019-06-09 05:00:00"
18,1004,23,250,10,"2019-06-09 06:00:00"
18,1004,25,254,9,"2019-06-09 07:00:00"
18,1004,26,257,8,"2019-06-09 08:00:00"
20,1005,28,261,7,"2019-06-09 09:00:00"
20,1005,31,268,9,"2019-06-09 10:00:00"
20,1004,34,274,11,"2019-06-09 11:00:00"
20,1004,37,281,13,"2019-06-09 12:00:00"
20,1004,31,278,14,"2019-06-09 13:00:00"
20,1003,25,275,15,"2019-06-09 14:00:00"
20,1003,19,272,17,"2019-06-09 15:00:00"
20,1003,21,270,17,"2019-06-09 16:00:00"
20,1003,23,269,16,"2019-06-09 17:00:00"
20,1003,26,267,16,"2019-06-09 18:00:00"
20,1003,35,260,15,"2019-06-09 19:00:00"
18,1004,44,254,13,"2019-06-09 20:00:00"
18,1004,53,248,12,"2019-06-09 21:00:00"
18,1005,60,237,11,"2019-06-09 22:00:00"
18,1005,66,226,10,"2019-06-09 23:00:00"
18,1005,73,215,9,"2019-06-10 00:00:00"
18,1005,68,207,9,"2019-06-10 01:00:00"
18,1004,64,200,9,"2019-06-10 02:00:00"
16,1004,59,193,9,"2019-06-10 03:00:00"
16,1004,64,198,9,"2019-06-10 04:00:00"
16,1004,70,203,10,"2019-06-10 05:00:00"
16,1004,75,208,10,"2019-06-10 06:00:00"
16,1005,79,230,10,"2019-06-10 07:00:00"
18,1005,82,252,9,"2019-06-10 08:00:00"
18,1006,86,274,8,"2019-06-10 09:00:00"
18,1005,84,282,8,"2019-06-10 10:00:00"
20,1005,82,289,8,"2019-06-10 11:00:00"
20,1005,81,297,9,"2019-06-10 12:00:00"
20,1005,80,291,10,"2019-06-10 13:00:00"
20,1004,80,285,12,"2019-06-10 14:00:00"
20,1004,79,278,13,"2019-06-10 15:00:00"
20,1003,75,267,13,"2019-06-10 16:00:00"
20,1003,71,255,13,"2019-06-10 17:00:00"
20,1003,67,244,13,"2019-06-10 18:00:00"
20,1004,63,234,13,"2019-06-10 19:00:00"
18,1004,59,225,13,"2019-06-10 20:00:00"
18,1005,55,216,14,"2019-06-10 21:00:00"
18,1005,62,213,14,"2019-06-10 22:00:00"
18,1005,68,209,13,"2019-06-10 23:00:00"
18,1005,75,205,13,"2019-06-11 00:00:00"
18,1005,74,203,13,"2019-06-11 01:00:00"
18,1005,74,200,13,"2019-06-11 02:00:00"
18,1005,73,197,12,"2019-06-11 03:00:00"
18,1005,73,191,12,"2019-06-11 04:00:00"
18,1005,72,184,12,"2019-06-11 05:00:00"
18,1005,72,178,12,"2019-06-11 06:00:00"
18,1006,74,177,13,"2019-06-11 07:00:00"
18,1006,76,176,13,"2019-06-11 08:00:00"
18,1007,78,175,13,"2019-06-11 09:00:00"
20,1006,76,188,14,"2019-06-11 10:00:00"
20,1006,75,201,15,"2019-06-11 11:00:00"
20,1006,73,214,15,"2019-06-11 12:00:00"
20,1005,73,219,16,"2019-06-11 13:00:00"
20,1005,72,224,18,"2019-06-11 14:00:00"
20,1004,72,229,19,"2019-06-11 15:00:00"
20,1004,66,225,19,"2019-06-11 16:00:00"
20,1004,61,221,19,"2019-06-11 17:00:00"
20,1005,55,217,19,"2019-06-11 18:00:00"
20,1005,50,210,19,"2019-06-11 19:00:00"
20,1006,46,202,18,"2019-06-11 20:00:00"
20,1006,41,194,18,"2019-06-11 21:00:00"
18,1006,50,190,17,"2019-06-11 22:00:00"
18,1006,58,187,17,"2019-06-11 23:00:00"
18,1006,67,183,17,"2019-06-12 00:00:00"
18,1006,66,180,15,"2019-06-12 01:00:00"
18,1005,66,178,14,"2019-06-12 02:00:00"
18,1005,65,175,13,"2019-06-12 03:00:00"
18,1005,66,178,13,"2019-06-12 04:00:00"
18,1005,67,181,12,"2019-06-12 05:00:00"
18,1005,68,183,12,"2019-06-12 06:00:00"
18,1005,63,186,12,"2019-06-12 07:00:00"
20,1006,57,189,11,"2019-06-12 08:00:00"
20,1006,52,192,11,"2019-06-12 09:00:00"
20,1006,63,204,11,"2019-06-12 10:00:00"
22,1006,74,215,12,"2019-06-12 11:00:00"
22,1005,85,226,12,"2019-06-12 12:00:00"
22,1005,85,231,13,"2019-06-12 13:00:00"
22,1004,84,237,14,"2019-06-12 14:00:00"
22,1004,83,242,15,"2019-06-12 15:00:00"
22,1004,84,245,14,"2019-06-12 16:00:00"
22,1004,84,247,13,"2019-06-12 17:00:00"
22,1004,84,250,12,"2019-06-12 18:00:00"
22,1005,83,247,11,"2019-06-12 19:00:00"
22,1005,82,244,10,"2019-06-12 20:00:00"
22,1006,82,242,10,"2019-06-12 21:00:00"
20,1005,79,237,10,"2019-06-12 22:00:00"
20,1005,76,232,10,"2019-06-12 23:00:00"
20,1005,73,227,11,"2019-06-13 00:00:00"
20,1005,74,228,11,"2019-06-13 01:00:00"
20,1004,76,229,11,"2019-06-13 02:00:00"
20,1004,78,231,12,"2019-06-13 03:00:00"
20,1004,75,223,11,"2019-06-13 04:00:00"
18,1004,71,214,11,"2019-06-13 05:00:00"
18,1004,68,206,11,"2019-06-13 06:00:00"
20,1004,66,196,12,"2019-06-13 07:00:00"
20,1005,64,187,13,"2019-06-13 08:00:00"
20,1005,62,177,13,"2019-06-13 09:00:00"
20,1005,64,196,15,"2019-06-13 10:00:00"
22,1005,67,215,16,"2019-06-13 11:00:00"
22,1004,70,235,17,"2019-06-13 12:00:00"
22,1004,70,243,20,"2019-06-13 13:00:00"
22,1003,70,252,22,"2019-06-13 14:00:00"
22,1003,70,261,25,"2019-06-13 15:00:00"
20,1003,74,260,26,"2019-06-13 16:00:00"
20,1003,79,260,28,"2019-06-13 17:00:00"
18,1003,83,259,30,"2019-06-13 18:00:00"
18,1004,75,257,30,"2019-06-13 19:00:00"
18,1005,67,254,30,"2019-06-13 20:00:00"
18,1005,59,252,30,"2019-06-13 21:00:00"
18,1005,58,250,29,"2019-06-13 22:00:00"
18,1005,58,249,28,"2019-06-13 23:00:00"
18,1005,57,248,27,"2019-06-14 00:00:00"
16,1005,56,249,25,"2019-06-14 01:00:00"
16,1004,55,250,24,"2019-06-14 02:00:00"
16,1004,55,251,22,"2019-06-14 03:00:00"
16,1004,58,252,23,"2019-06-14 04:00:00"
16,1004,60,254,23,"2019-06-14 05:00:00"
16,1004,63,255,23,"2019-06-14 06:00:00"
16,1004,70,257,25,"2019-06-14 07:00:00"
18,1005,76,258,27,"2019-06-14 08:00:00"
18,1005,83,260,29,"2019-06-14 09:00:00"
18,1005,82,263,29,"2019-06-14 10:00:00"
18,1005,81,267,29,"2019-06-14 11:00:00"
18,1005,80,270,29,"2019-06-14 12:00:00"
16,1004,85,269,28,"2019-06-14 13:00:00"
16,1004,89,268,28,"2019-06-14 14:00:00"
16,1003,94,267,28,"2019-06-14 15:00:00"
16,1003,96,266,29,"2019-06-14 16:00:00"
16,1003,98,265,31,"2019-06-14 17:00:00"
16,1004,100,264,32,"2019-06-14 18:00:00"
14,1004,100,262,33,"2019-06-14 19:00:00"
14,1004,100,260,34,"2019-06-14 20:00:00"
14,1005,100,258,35,"2019-06-14 21:00:00"
14,1005,100,256,34,"2019-06-14 22:00:00"
14,1005,100,255,32,"2019-06-14 23:00:00"
14,1005,100,254,31,"2019-06-15 00:00:00"
14,1004,100,255,30,"2019-06-15 01:00:00"
14,1004,100,256,29,"2019-06-15 02:00:00"
14,1003,100,257,28,"2019-06-15 03:00:00"
14,1003,100,258,29,"2019-06-15 04:00:00"
14,1003,100,258,29,"2019-06-15 05:00:00"
14,1003,100,259,30,"2019-06-15 06:00:00"
14,1004,98,263,30,"2019-06-15 07:00:00"
14,1004,95,266,31,"2019-06-15 08:00:00"
14,1005,93,269,31,"2019-06-15 09:00:00"
14,1005,86,270,30,"2019-06-15 10:00:00"
16,1005,79,272,29,"2019-06-15 11:00:00"
16,1005,72,274,28,"2019-06-15 12:00:00"
16,1004,68,275,26,"2019-06-15 13:00:00"
16,1004,64,276,25,"2019-06-15 14:00:00"
16,1004,60,278,23,"2019-06-15 15:00:00"
16,1004,64,277,22,"2019-06-15 16:00:00"
14,1004,68,276,20,"2019-06-15 17:00:00"
14,1004,73,276,19,"2019-06-15 18:00:00"
12,1004,73,272,19,"2019-06-15 19:00:00"
10,1004,73,269,19,"2019-06-15 20:00:00"
8,1005,74,265,19,"2019-06-15 21:00:00"
8,1004,73,266,20,"2019-06-15 22:00:00"
8,1004,72,268,21,"2019-06-15 23:00:00"
8,1004,71,269,22,"2019-06-16 00:00:00"
10,1004,80,274,22,"2019-06-16 01:00:00"
14,1003,89,279,22,"2019-06-16 02:00:00"
16,1003,98,285,22,"2019-06-16 03:00:00"
16,1003,94,284,21,"2019-06-16 04:00:00"
16,1003,89,284,21,"2019-06-16 05:00:00"
16,1004,84,283,20,"2019-06-16 06:00:00"
16,1004,75,281,21,"2019-06-16 07:00:00"
18,1005,67,278,22,"2019-06-16 08:00:00"
18,1005,59,276,23,"2019-06-16 09:00:00"
18,1005,60,279,23,"2019-06-16 10:00:00"
18,1005,61,283,24,"2019-06-16 11:00:00"
18,1005,62,286,24,"2019-06-16 12:00:00"
18,1005,66,292,22,"2019-06-16 13:00:00"
18,1004,71,297,21,"2019-06-16 14:00:00"
18,1004,75,302,19,"2019-06-16 15:00:00"
16,1004,80,303,16,"2019-06-16 16:00:00"
16,1004,85,303,13,"2019-06-16 17:00:00"
16,1004,90,303,10,"2019-06-16 18:00:00"
12,1004,78,285,9,"2019-06-16 19:00:00"
10,1005,66,266,7,"2019-06-16 20:00:00"
8,1005,54,248,5,"2019-06-16 21:00:00"
8,1005,48,232,6,"2019-06-16 22:00:00"
8,1004,43,216,8,"2019-06-16 23:00:00"
8,1004,37,200,9,"2019-06-17 00:00:00"
10,1004,46,217,9,"2019-06-17 01:00:00"
14,1003,55,233,8,"2019-06-17 02:00:00"
16,1003,64,250,8,"2019-06-17 03:00:00"
16,1003,68,257,10,"2019-06-17 04:00:00"
14,1003,72,264,12,"2019-06-17 05:00:00"
14,1003,75,271,15,"2019-06-17 06:00:00"
14,1003,83,269,18,"2019-06-17 07:00:00"
14,1003,91,268,20,"2019-06-17 08:00:00"
12,1004,99,267,23,"2019-06-17 09:00:00"
12,1003,96,261,20,"2019-06-17 10:00:00"
12,1003,94,254,17,"2019-06-17 11:00:00"
12,1003,91,248,13,"2019-06-17 12:00:00"
12,1003,87,250,12,"2019-06-17 13:00:00"
12,1003,82,252,10,"2019-06-17 14:00:00"
14,1002,77,254,8,"2019-06-17 15:00:00"
12,1002,80,272,9,"2019-06-17 16:00:00"
12,1003,82,290,10,"2019-06-17 17:00:00"
12,1003,85,308,10,"2019-06-17 18:00:00"
10,1003,83,288,10,"2019-06-17 19:00:00"
8,1003,82,269,9,"2019-06-17 20:00:00"
6,1004,80,249,8,"2019-06-17 21:00:00"
6,1004,79,233,9,"2019-06-17 22:00:00"
6,1004,79,216,10,"2019-06-17 23:00:00"
6,1003,78,200,11,"2019-06-18 00:00:00"
10,1003,79,220,12,"2019-06-18 01:00:00"
12,1003,80,240,13,"2019-06-18 02:00:00"
16,1003,82,260,14,"2019-06-18 03:00:00"
14,1003,78,261,13,"2019-06-18 04:00:00"
14,1003,75,263,12,"2019-06-18 05:00:00"
14,1003,71,265,11,"2019-06-18 06:00:00"
14,1004,73,266,10,"2019-06-18 07:00:00"
14,1004,75,266,8,"2019-06-18 08:00:00"
14,1005,77,267,7,"2019-06-18 09:00:00"
14,1004,83,281,8,"2019-06-18 10:00:00"
14,1004,90,295,10,"2019-06-18 11:00:00"
14,1004,97,309,11,"2019-06-18 12:00:00"
14,1004,90,307,11,"2019-06-18 13:00:00"
14,1004,84,304,11,"2019-06-18 14:00:00"
14,1003,78,301,11,"2019-06-18 15:00:00"
14,1003,70,291,11,"2019-06-18 16:00:00"
12,1003,62,281,11,"2019-06-18 17:00:00"
12,1003,54,272,11,"2019-06-18 18:00:00"
10,1004,54,254,10,"2019-06-18 19:00:00"
8,1004,55,236,9,"2019-06-18 20:00:00"
4,1005,56,218,8,"2019-06-18 21:00:00"
6,1004,59,214,8,"2019-06-18 22:00:00"
6,1004,62,211,9,"2019-06-18 23:00:00"
6,1004,64,207,10,"2019-06-19 00:00:00"
10,1004,70,204,11,"2019-06-19 01:00:00"
12,1003,75,201,11,"2019-06-19 02:00:00"
16,1003,81,198,12,"2019-06-19 03:00:00"
16,1003,82,196,12,"2019-06-19 04:00:00"
16,1003,83,194,12,"2019-06-19 05:00:00"
14,1003,84,192,12,"2019-06-19 06:00:00"
14,1003,81,195,13,"2019-06-19 07:00:00"
14,1004,78,197,13,"2019-06-19 08:00:00"
14,1004,75,200,14,"2019-06-19 09:00:00"
14,1004,72,199,15,"2019-06-19 10:00:00"
14,1004,68,198,17,"2019-06-19 11:00:00"
14,1004,65,198,18,"2019-06-19 12:00:00"
16,1003,65,199,19,"2019-06-19 13:00:00"
16,1003,65,199,19,"2019-06-19 14:00:00"
16,1003,65,200,20,"2019-06-19 15:00:00"
16,1003,68,205,19,"2019-06-19 16:00:00"
16,1003,70,209,19,"2019-06-19 17:00:00"
18,1003,72,213,18,"2019-06-19 18:00:00"
16,1003,71,222,18,"2019-06-19 19:00:00"
16,1004,70,230,19,"2019-06-19 20:00:00"
16,1004,68,239,19,"2019-06-19 21:00:00"
16,1004,64,241,20,"2019-06-19 22:00:00"
16,1004,60,243,20,"2019-06-19 23:00:00"
16,1004,56,246,21,"2019-06-20 00:00:00"
16,1003,59,244,21,"2019-06-20 01:00:00"
16,1003,62,243,21,"2019-06-20 02:00:00"
16,1003,66,241,21,"2019-06-20 03:00:00"
16,1003,72,239,20,"2019-06-20 04:00:00"
16,1003,78,237,19,"2019-06-20 05:00:00"
16,1003,84,235,18,"2019-06-20 06:00:00"
16,1004,84,231,18,"2019-06-20 07:00:00"
16,1004,83,226,18,"2019-06-20 08:00:00"
16,1004,82,222,17,"2019-06-20 09:00:00"
16,1004,75,225,18,"2019-06-20 10:00:00"
16,1004,68,228,19,"2019-06-20 11:00:00"
18,1004,61,231,20,"2019-06-20 12:00:00"
18,1003,66,236,21,"2019-06-20 13:00:00"
18,1003,70,241,21,"2019-06-20 14:00:00"
18,1003,75,246,22,"2019-06-20 15:00:00"
18,1003,72,246,22,"2019-06-20 16:00:00"
18,1003,69,246,23,"2019-06-20 17:00:00"
18,1003,66,245,23,"2019-06-20 18:00:00"
18,1003,68,242,24,"2019-06-20 19:00:00"
18,1003,70,240,24,"2019-06-20 20:00:00"
18,1004,72,237,25,"2019-06-20 21:00:00"
16,1004,69,238,26,"2019-06-20 22:00:00"
16,1003,66,239,27,"2019-06-20 23:00:00"
16,1003,63,240,28,"2019-06-21 00:00:00"
16,1003,63,241,29,"2019-06-21 01:00:00"
16,1002,63,243,30,"2019-06-21 02:00:00"
16,1002,63,245,31,"2019-06-21 03:00:00"
16,1002,61,244,31,"2019-06-21 04:00:00"
16,1002,59,244,30,"2019-06-21 05:00:00"
16,1002,57,243,29,"2019-06-21 06:00:00"
16,1002,57,243,29,"2019-06-21 07:00:00"
18,1002,58,243,29,"2019-06-21 08:00:00"
18,1003,59,243,29,"2019-06-21 09:00:00"
18,1003,64,246,30,"2019-06-21 10:00:00"
18,1003,68,249,30,"2019-06-21 11:00:00"
18,1002,73,252,30,"2019-06-21 12:00:00"
18,1002,72,253,30,"2019-06-21 13:00:00"
18,1002,71,255,30,"2019-06-21 14:00:00"
18,1001,70,257,30,"2019-06-21 15:00:00"
18,1001,67,257,30,"2019-06-21 16:00:00"
18,1001,64,257,30,"2019-06-21 17:00:00"
18,1001,60,258,30,"2019-06-21 18:00:00"
16,1001,60,255,30,"2019-06-21 19:00:00"
16,1002,60,253,31,"2019-06-21 20:00:00"
16,1002,60,250,32,"2019-06-21 21:00:00"
16,1002,60,247,33,"2019-06-21 22:00:00"
16,1002,60,244,33,"2019-06-21 23:00:00"
16,1003,60,240,34,"2019-06-22 00:00:00"
16,1002,59,240,34,"2019-06-22 01:00:00"
16,1001,59,240,35,"2019-06-22 02:00:00"
16,1001,58,240,35,"2019-06-22 03:00:00"
16,1001,57,241,35,"2019-06-22 04:00:00"
16,1001,57,241,35,"2019-06-22 05:00:00"
16,1001,56,242,35,"2019-06-22 06:00:00"
16,1002,59,243,35,"2019-06-22 07:00:00"
16,1002,63,245,34,"2019-06-22 08:00:00"
16,1002,66,246,34,"2019-06-22 09:00:00"
16,1002,70,247,35,"2019-06-22 10:00:00"
18,1002,74,248,36,"2019-06-22 11:00:00"
18,1002,77,249,36,"2019-06-22 12:00:00"
18,1002,77,250,36,"2019-06-22 13:00:00"
16,1002,76,251,35,"2019-06-22 14:00:00"
16,1001,76,253,35,"2019-06-22 15:00:00"
16,1001,74,251,34,"2019-06-22 16:00:00"
16,1001,72,249,34,"2019-06-22 17:00:00"
16,1001,71,248,33,"2019-06-22 18:00:00"
16,1002,72,245,34,"2019-06-22 19:00:00"
16,1002,74,242,34,"2019-06-22 20:00:00"
16,1002,76,239,35,"2019-06-22 21:00:00"
16,1002,74,241,35,"2019-06-22 22:00:00"
16,1002,72,242,36,"2019-06-22 23:00:00"
16,1002,70,243,36,"2019-06-23 00:00:00"
16,1002,70,244,36,"2019-06-23 01:00:00"
16,1001,71,245,36,"2019-06-23 02:00:00"
16,1001,71,246,36,"2019-06-23 03:00:00"
16,1001,73,246,36,"2019-06-23 04:00:00"
16,1001,74,247,35,"2019-06-23 05:00:00"
16,1001,75,248,35,"2019-06-23 06:00:00"
16,1002,78,248,34,"2019-06-23 07:00:00"
16,1002,80,249,33,"2019-06-23 08:00:00"
16,1003,82,249,32,"2019-06-23 09:00:00"
16,1003,78,249,33,"2019-06-23 10:00:00"
16,1003,74,248,33,"2019-06-23 11:00:00"
16,1003,70,247,33,"2019-06-23 12:00:00"
16,1003,68,246,34,"2019-06-23 13:00:00"
16,1003,67,244,35,"2019-06-23 14:00:00"
18,1002,65,243,36,"2019-06-23 15:00:00"
16,1002,67,242,36,"2019-06-23 16:00:00"
16,1003,68,241,36,"2019-06-23 17:00:00"
16,1003,70,239,35,"2019-06-23 18:00:00"
16,1003,66,239,35,"2019-06-23 19:00:00"
16,1004,61,239,34,"2019-06-23 20:00:00"
16,1004,57,239,34,"2019-06-23 21:00:00"
16,1004,60,240,34,"2019-06-23 22:00:00"
16,1004,63,240,34,"2019-06-23 23:00:00"
16,1004,65,241,34,"2019-06-24 00:00:00"
16,1004,70,242,33,"2019-06-24 01:00:00"
16,1003,75,243,32,"2019-06-24 02:00:00"
16,1003,81,245,31,"2019-06-24 03:00:00"
16,1003,80,246,30,"2019-06-24 04:00:00"
16,1003,80,247,29,"2019-06-24 05:00:00"
16,1003,79,248,28,"2019-06-24 06:00:00"
16,1004,76,246,28,"2019-06-24 07:00:00"
16,1004,73,244,28,"2019-06-24 08:00:00"
16,1005,70,242,28,"2019-06-24 09:00:00"
18,1005,64,240,28,"2019-06-24 10:00:00"
18,1005,58,238,29,"2019-06-24 11:00:00"
18,1005,52,237,29,"2019-06-24 12:00:00"
18,1004,56,238,30,"2019-06-24 13:00:00"
18,1004,61,240,31,"2019-06-24 14:00:00"
18,1003,65,241,32,"2019-06-24 15:00:00"
18,1003,72,242,32,"2019-06-24 16:00:00"
16,1003,79,243,33,"2019-06-24 17:00:00"
16,1003,86,243,33,"2019-06-24 18:00:00"
16,1004,79,242,33,"2019-06-24 19:00:00"
16,1004,72,241,33,"2019-06-24 20:00:00"
16,1004,64,240,33,"2019-06-24 21:00:00"
16,1004,60,239,33,"2019-06-24 22:00:00"
16,1004,56,238,33,"2019-06-24 23:00:00"
